"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","HRWKD","TOT","HR_WKD","A","2002",1684,
"GBR","HRWKD","TOT","HR_WKD","A","2003",1674,
"GBR","HRWKD","TOT","HR_WKD","A","2004",1674,
"GBR","HRWKD","TOT","HR_WKD","A","2005",1673,
"GBR","HRWKD","TOT","HR_WKD","A","2006",1669,
"GBR","HRWKD","TOT","HR_WKD","A","2007",1677,
"GBR","HRWKD","TOT","HR_WKD","A","2008",1659,
"GBR","HRWKD","TOT","HR_WKD","A","2009",1651,
"GBR","HRWKD","TOT","HR_WKD","A","2010",1650,
"GBR","HRWKD","TOT","HR_WKD","A","2011",1634,
"GBR","HRWKD","TOT","HR_WKD","A","2012",1654,
"GBR","HRWKD","TOT","HR_WKD","A","2013",1666,
"GBR","HRWKD","TOT","HR_WKD","A","2014",1677,
"GBR","HRWKD","TOT","HR_WKD","A","2015",1674,
"USA","HRWKD","TOT","HR_WKD","A","2000",1834,
"USA","HRWKD","TOT","HR_WKD","A","2001",1812,
"USA","HRWKD","TOT","HR_WKD","A","2002",1807,
"USA","HRWKD","TOT","HR_WKD","A","2003",1797,
"USA","HRWKD","TOT","HR_WKD","A","2004",1799,
"USA","HRWKD","TOT","HR_WKD","A","2005",1795,
"USA","HRWKD","TOT","HR_WKD","A","2006",1798,
"USA","HRWKD","TOT","HR_WKD","A","2007",1796,
"USA","HRWKD","TOT","HR_WKD","A","2008",1789,
"USA","HRWKD","TOT","HR_WKD","A","2009",1763,
"USA","HRWKD","TOT","HR_WKD","A","2010",1774,
"USA","HRWKD","TOT","HR_WKD","A","2011",1782,
"USA","HRWKD","TOT","HR_WKD","A","2012",1785,
"USA","HRWKD","TOT","HR_WKD","A","2013",1783,
"USA","HRWKD","TOT","HR_WKD","A","2014",1786,
"USA","HRWKD","TOT","HR_WKD","A","2015",1786,
"CHL","HRWKD","TOT","HR_WKD","A","2000",2263,
"CHL","HRWKD","TOT","HR_WKD","A","2001",2242,
"CHL","HRWKD","TOT","HR_WKD","A","2002",2250,
"CHL","HRWKD","TOT","HR_WKD","A","2003",2235,
"CHL","HRWKD","TOT","HR_WKD","A","2004",2232,
"CHL","HRWKD","TOT","HR_WKD","A","2005",2157,
"CHL","HRWKD","TOT","HR_WKD","A","2006",2165,
"CHL","HRWKD","TOT","HR_WKD","A","2007",2128,
"CHL","HRWKD","TOT","HR_WKD","A","2008",2095,
"CHL","HRWKD","TOT","HR_WKD","A","2009",2074,
"CHL","HRWKD","TOT","HR_WKD","A","2010",2070,
"CHL","HRWKD","TOT","HR_WKD","A","2011",2047,
"CHL","HRWKD","TOT","HR_WKD","A","2012",2024,
"CHL","HRWKD","TOT","HR_WKD","A","2013",2015,
"CHL","HRWKD","TOT","HR_WKD","A","2014",1990,
"CHL","HRWKD","TOT","HR_WKD","A","2015",1988,
"EST","HRWKD","TOT","HR_WKD","A","2000",1978,
"EST","HRWKD","TOT","HR_WKD","A","2001",1970,
"EST","HRWKD","TOT","HR_WKD","A","2002",1973,
"EST","HRWKD","TOT","HR_WKD","A","2003",1978,
"EST","HRWKD","TOT","HR_WKD","A","2004",1986,
"EST","HRWKD","TOT","HR_WKD","A","2005",2008,
"EST","HRWKD","TOT","HR_WKD","A","2006",2001,
"EST","HRWKD","TOT","HR_WKD","A","2007",1998,
"EST","HRWKD","TOT","HR_WKD","A","2008",1968,
"EST","HRWKD","TOT","HR_WKD","A","2009",1831,
"EST","HRWKD","TOT","HR_WKD","A","2010",1875,
"EST","HRWKD","TOT","HR_WKD","A","2011",1919,
"EST","HRWKD","TOT","HR_WKD","A","2012",1886,
"EST","HRWKD","TOT","HR_WKD","A","2013",1866,
"EST","HRWKD","TOT","HR_WKD","A","2014",1859,
"EST","HRWKD","TOT","HR_WKD","A","2015",1852,
"ISR","HRWKD","TOT","HR_WKD","A","2000",1998,
"ISR","HRWKD","TOT","HR_WKD","A","2001",1979,
"ISR","HRWKD","TOT","HR_WKD","A","2002",1993,
"ISR","HRWKD","TOT","HR_WKD","A","2003",1974,
"ISR","HRWKD","TOT","HR_WKD","A","2004",1942,
"ISR","HRWKD","TOT","HR_WKD","A","2005",1931,
"ISR","HRWKD","TOT","HR_WKD","A","2006",1919,
"ISR","HRWKD","TOT","HR_WKD","A","2007",1931,
"ISR","HRWKD","TOT","HR_WKD","A","2008",1929,
"ISR","HRWKD","TOT","HR_WKD","A","2009",1927,
"ISR","HRWKD","TOT","HR_WKD","A","2010",1918,
"ISR","HRWKD","TOT","HR_WKD","A","2011",1920,
"ISR","HRWKD","TOT","HR_WKD","A","2012",1910,
"ISR","HRWKD","TOT","HR_WKD","A","2013",1867,
"ISR","HRWKD","TOT","HR_WKD","A","2014",1853,
"ISR","HRWKD","TOT","HR_WKD","A","2015",1858,
"SVN","HRWKD","TOT","HR_WKD","A","2000",1710,
"SVN","HRWKD","TOT","HR_WKD","A","2001",1696,
"SVN","HRWKD","TOT","HR_WKD","A","2002",1721,
"SVN","HRWKD","TOT","HR_WKD","A","2003",1724,
"SVN","HRWKD","TOT","HR_WKD","A","2004",1737,
"SVN","HRWKD","TOT","HR_WKD","A","2005",1697,
"SVN","HRWKD","TOT","HR_WKD","A","2006",1667,
"SVN","HRWKD","TOT","HR_WKD","A","2007",1655,
"SVN","HRWKD","TOT","HR_WKD","A","2008",1674,
"SVN","HRWKD","TOT","HR_WKD","A","2009",1679,
"SVN","HRWKD","TOT","HR_WKD","A","2010",1680,
"SVN","HRWKD","TOT","HR_WKD","A","2011",1663,
"SVN","HRWKD","TOT","HR_WKD","A","2012",1644,
"SVN","HRWKD","TOT","HR_WKD","A","2013",1662,
"SVN","HRWKD","TOT","HR_WKD","A","2014",1682,
"SVN","HRWKD","TOT","HR_WKD","A","2015",1688,
"OECD","HRWKD","TOT","HR_WKD","A","2000",1829,
"OECD","HRWKD","TOT","HR_WKD","A","2001",1815,
"OECD","HRWKD","TOT","HR_WKD","A","2002",1807,
"OECD","HRWKD","TOT","HR_WKD","A","2003",1802,
"OECD","HRWKD","TOT","HR_WKD","A","2004",1803,
"OECD","HRWKD","TOT","HR_WKD","A","2005",1800,
"OECD","HRWKD","TOT","HR_WKD","A","2006",1800,
"OECD","HRWKD","TOT","HR_WKD","A","2007",1797,
"OECD","HRWKD","TOT","HR_WKD","A","2008",1792,
"OECD","HRWKD","TOT","HR_WKD","A","2009",1765,
"OECD","HRWKD","TOT","HR_WKD","A","2010",1774,
"OECD","HRWKD","TOT","HR_WKD","A","2011",1772,
"OECD","HRWKD","TOT","HR_WKD","A","2012",1770,
"OECD","HRWKD","TOT","HR_WKD","A","2013",1765,
"OECD","HRWKD","TOT","HR_WKD","A","2014",1764,
"OECD","HRWKD","TOT","HR_WKD","A","2015",1766,
"LVA","HRWKD","TOT","HR_WKD","A","2000",1976,
"LVA","HRWKD","TOT","HR_WKD","A","2001",1987,
"LVA","HRWKD","TOT","HR_WKD","A","2002",1938,
"LVA","HRWKD","TOT","HR_WKD","A","2003",1928,
"LVA","HRWKD","TOT","HR_WKD","A","2004",1878,
"LVA","HRWKD","TOT","HR_WKD","A","2005",1906,
"LVA","HRWKD","TOT","HR_WKD","A","2006",1907,
"LVA","HRWKD","TOT","HR_WKD","A","2007",1878,
"LVA","HRWKD","TOT","HR_WKD","A","2008",2002,
"LVA","HRWKD","TOT","HR_WKD","A","2009",1952,
"LVA","HRWKD","TOT","HR_WKD","A","2010",1935,
"LVA","HRWKD","TOT","HR_WKD","A","2011",1952,
"LVA","HRWKD","TOT","HR_WKD","A","2012",1934,
"LVA","HRWKD","TOT","HR_WKD","A","2013",1928,
"LVA","HRWKD","TOT","HR_WKD","A","2014",1938,
"LVA","HRWKD","TOT","HR_WKD","A","2015",1909,
